game,avg_rating,rating_count
Next Car Game Wreckfest,5.745,20
DiRT 3 Complete Edition,5.741176470588236,17
Eden Star  Destroy - Build - Protect,5.733333333333333,3
Trials 2 Second Edition,5.725,4
Get Off My Lawn!,5.720000000000001,5
Painkiller Hell & Damnation,5.7124999999999995,8
I am Bread,5.711111111111111,9
Card Hunter,5.708333333333333,12
Abandoned Chestnut Lodge Asylum,5.7,1
STARWHAL,5.7,1
Stellar Impact,5.7,1
Into the Dark,5.7,1
SiN Episodes Emergence,5.7,1
Conflict Denied Ops,5.7,1
Interplanetary,5.7,1
Broken Sword 2 - the Smoking Mirror Remastered,5.7,1
Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113,5.7,1
Ski Region Simulator,5.699999999999999,2
Football Manager 2016 Demo,5.680000000000001,5
The Guild II,5.675000000000001,8
GUILTY GEAR Xrd -SIGN-,5.666666666666667,3
Goodbye Deponia,5.66,5
Swipecart,5.65,2
Worms Ultimate Mayhem,5.65,4
Navy Field 2  Conqueror of the Ocean,5.6499999999999995,6
Run and Fire,5.6499999999999995,2
Sacred 3,5.6499999999999995,4
Half-Life Opposing Force,5.644827586206896,29
The Ship,5.642857142857143,28
Devil May Cry 3 Special Edition,5.64,5
Killing Floor Mod Defence Alliance 2,5.64,5
Half Minute Hero Super Mega Neo Climax Ultimate Boy,5.64,5
Unreal Tournament 2004,5.6375,8
Divine Souls,5.62,5
Tap Tap Infinity,5.614285714285714,7
Peggle Deluxe,5.609090909090909,11
Sang-Froid - Tales of Werewolves,5.6000000000000005,7
Robot Rescue Revolution,5.6,1
Pro Evolution Soccer 2013,5.6,1
Oddworld New 'n' Tasty,5.6,4
Primordia,5.6,2
The Detail,5.6,2
Pressured,5.6,1
Portal 2 - The Final Hours,5.6,1
Fancy Skulls,5.6,1
Yesterday,5.6,1
Daylight,5.6,1
STORM Frontline Nation,5.6,1
Hatred,5.6,2
RaceRoom Racing Experience ,5.596,25
Knights of Pen and Paper +1,5.583333333333333,12
Slender The Arrival,5.583333333333333,6
Prince of Persia The Sands of Time,5.583333333333333,6
Painkiller Black Edition,5.566666666666666,3
Ricochet,5.566666666666666,3
Star Wars Republic Commando,5.558333333333334,24
iBomber Defense,5.550000000000001,2
Pixel Puzzles Japan,5.542857142857144,7
Lara Croft and the Guardian of Light,5.5375,16
VVVVVV,5.533333333333334,18
Viking Battle for Asgard,5.533333333333332,6
SpaceForce Rogue Universe,5.5,1
Boson X,5.5,5
One Way Heroics,5.5,3
Aerena,5.5,1
Azure Striker Gunvolt,5.5,1
Nancy Drew Ghost of Thornton Hall,5.5,2
Quake 4,5.5,1
NEO Scavenger,5.475,4
F1 Race Stars,5.475,4
Contagion,5.4714285714285715,35
Vessel,5.449999999999999,2
Universe Sandbox,5.446428571428571,28
Pool Nation,5.433333333333334,6
Lucius II,5.433333333333334,3
Nightmares from the Deep 2 The Siren`s Call,5.433333333333334,3
Despair,5.425000000000001,4
SUPER DISTRO,5.400000000000001,3
FOTONICA,5.4,1
Rugby Challenge 2,5.4,1
Nancy Drew Ransom of the Seven Ships ,5.4,2
Out There  Edition,5.4,2
Super Hexagon,5.4,16
fault milestone one,5.4,1
Nancy Drew Danger on Deception Island ,5.4,1
King of Dragon Pass,5.4,1
Serious Sam Classic The Second Encounter,5.4,1
10 Second Ninja,5.4,1
Borealis,5.4,1
99 Levels To Hell,5.4,1
Poly Bridge,5.383333333333334,12
Wanderlust Rebirth,5.383333333333333,6
Act of Aggression,5.366666666666667,3
Sanctum,5.3625,24
Aura Fate of the Ages,5.35,2
The Jackbox Party Pack,5.35,4
Voxelized,5.35,2
Battlepaths,5.32,10
Hitman 2 Silent Assassin,5.311111111111111,9
Zombie Shooter 2,5.300000000000001,2
3DMark,5.300000000000001,13
Choice Chamber,5.3,1
Pride of Nations,5.3,1
Redshirt,5.3,1
Cherry Tree High I! My! Girls!,5.3,1
Rogue Trooper,5.3,1
Tom Clancy's H.A.W.X. 2,5.3,6
Bullet Heaven 2,5.3,1
BRAINPIPE A Plunge to Unhumanity,5.3,1
Earth 2150 Lost Souls,5.3,1
Battle Islands,5.266666666666667,3
bit Dungeon II,5.25,2
Kingdom Tales 2,5.25,2
Zuma's Revenge,5.25,2
Convoy,5.25,2
SNOW,5.25,2
Fractured Space,5.233333333333333,12
Evochron Mercenary,5.233333333333333,3
Sid Meier's Ace Patrol Pacific Skies,5.228571428571429,7
SolForge,5.228571428571429,7
UberStrike,5.2153846153846155,13
Professional Farmer 2014,5.2125,8
WAKFU,5.2125,24
Savage Lands,5.211111111111111,9
The Clockwork Man The Hidden World,5.2,1
Before the Echo,5.2,3
The Typing of The Dead Overkill,5.2,3
The Magic Circle,5.2,1
Platypus,5.2,1
Build-A-Lot 2,5.2,1
Sniper Elite,5.2,5
Deadly Premonition The Director's Cut,5.2,2
Metal War Online Retribution,5.2,1
Tidalis,5.2,1
Robot Roller-Derby Disco Dodgeball,5.1875,8
"Papers, Please",5.186538461538461,52
Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,5.175,4
Robotex,5.15,4
Black Ink,5.15,2
Indiana Jones and the Fate of Atlantis,5.133333333333333,3
Mitos.is The Game,5.128947368421053,38
Medieval Engineers,5.122222222222223,9
WARMODE,5.118181818181818,22
Space Run,5.1000000000000005,7
DeadCore,5.1,1
Reversi,5.1,1
Geometry Wars 3 Dimensions Evolved,5.1,1
"Time Gentlemen, Please!",5.1,1
Portal of Evil Stolen Runes Collector's Edition,5.1,1
Windborne,5.1,1
Gothic II Gold Edition,5.1,1
Nancy Drew Ghost Dogs of Moon Lake ,5.1,2
"Hamlet or the last game without MMORPG features, shaders and product placement",5.1,1
9 Clues 2 The Ward,5.1,1
Ys VI The Ark of Napishtim,5.1,1
Diner Dash Hometown Hero,5.1,1
Autocraft,5.1,1
Speed Kills,5.1,1
The Swapper,5.093333333333334,15
Nidhogg,5.070833333333334,24
Angels Fall First,5.066666666666667,3
Prey,5.066666666666666,3
The Vanishing of Ethan Carter,5.055555555555555,18
Timberman,5.05,2
Enigmatis The Ghosts of Maple Creek,5.05,2
The Basement Collection,5.033333333333333,3
Teeworlds,5.016666666666667,6
Serious Sam HD The First Encounter,5.005000000000001,20
Doctor Who The Eternity Clock,5.0,1
Hylics,5.0,1
Shelter,5.0,2
Swords and Soldiers HD,5.0,3
Hector Ep 2,5.0,1
Battle vs Chess,5.0,1
Edna & Harvey Harvey's New Eyes,5.0,2
Quake,5.0,5
Two Worlds II Castle Defense,5.0,1
An Assassin in Orlandes,5.0,1
Ascendant,5.0,1
Decay - The Mare,5.0,1
Victim of Xen,5.0,5
Serious Sam 2,4.985714285714286,7
THE KING OF FIGHTERS XIII STEAM EDITION,4.984615384615385,13
They Bleed Pixels,4.975,4
Solar 2,4.975,16
Penumbra Black Plague,4.9625,8
Lilly and Sasha Curse of the Immortals,4.95,2
Strong Bad Episode 1 Homestar Ruiner,4.95,2
X2 The Threat,4.95,2
1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),4.949999999999999,4
Knights and Merchants,4.942857142857143,7
King Arthur's Gold,4.942857142857143,7
Sword of the Stars The Pit,4.933333333333334,3
"Sir, You Are Being Hunted",4.928571428571429,7
Labyronia RPG,4.9,3
Amnesia Memories,4.9,2
Cloudy with a Chance of Meatballs,4.9,1
Bloodbath Kavkaz,4.9,1
Shellshock 2 Blood Trails,4.9,1
Kingdom,4.8999999999999995,3
Tomb Raider Legend,4.8999999999999995,3
Halo Spartan Assault,4.8999999999999995,6
Zombie Panic Source,4.894594594594595,37
Chains,4.866666666666666,3
Darwinia,4.8500000000000005,6
Obulis,4.85,2
METAL SLUG 3,4.846666666666667,15
Serious Sam Classic The First Encounter,4.84,5
Patch testing for Chivalry,4.833333333333333,3
Mortal Kombat Kollection,4.828571428571429,7
Puzzle Agent,4.825,4
Geometry Wars Retro Evolved,4.825,4
Speedball 2 HD,4.82,5
Blockland,4.816666666666666,6
Plain Sight,4.814285714285715,7
Braid,4.8136363636363635,22
Dungeons & Dragons Daggerdale,4.800000000000001,4
Pre-Civilization Marble Age,4.8,1
Mars Colony Challenger,4.8,1
Zeno Clash 2,4.8,2
Assassins Creed Chronicles China,4.8,2
The Otherside,4.8,1
Commandos Behind Enemy Lines,4.8,4
FlatOut 2,4.8,5
Anna - Extended Edition,4.7875,8
Deadlight,4.780952380952381,21
FUEL,4.766666666666667,3
Shatter,4.7555555555555555,9
Oil Rush,4.75,4
Coin Crypt,4.75,2
The Treasures of Montezuma 4,4.75,2
Full Spectrum Warrior Ten Hammers,4.75,2
Eternal Senia,4.75,2
System Shock 2,4.7375,16
Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,4.733333333333333,3
FootLOL Epic Fail League,4.733333333333333,3
The Hat Man Shadow Ward,4.733333333333333,3
Platypus II,4.733333333333333,3
Race The Sun,4.73125,16
Crysis Wars,4.720000000000001,5
Lichdom Battlemage,4.720000000000001,10
Epic Arena,4.7,1
Time Mysteries 2 The Ancient Spectres,4.7,1
Nancy Drew Alibi in Ashes,4.7,1
Fate of the World,4.7,3
Krosmaster Arena,4.7,1
The Few,4.7,1
GEARCRACK Arena,4.7,1
Dive to the Titanic,4.7,1
3 Stars of Destiny,4.7,1
Industry Giant 2,4.7,1
The Clans - Saga of the Twins,4.7,1
Armikrog,4.7,1
Lords of the Realm II,4.7,1
War of the Roses Balance Beta,4.699999999999999,2
Melissa K. and the Heart of Gold Collector's Edition,4.699999999999999,2
Sam & Max 106 Bright Side of the Moon,4.699999999999999,2
X-COM Interceptor,4.6499999999999995,2
ACE COMBAT ASSAULT HORIZON Enhanced Edition,4.6375,8
Insanely Twisted Shadow Planet,4.633333333333334,6
Edge of Space,4.633333333333334,3
Nightmares from the Deep The Cursed Heart,4.633333333333334,3
Enclave,4.625,16
And Yet It Moves,4.6000000000000005,3
Dogfight 1942,4.6,1
Fall of the New Age Premium Edition,4.6,1
Age of Conan Rise of the Godslayer,4.6,1
Secret of the Magic Crystal,4.6,1
Blood Knights,4.6,1
The Dead Linger,4.6,2
Kings of Kung Fu,4.6,1
World of Guns Gun Disassembly,4.592,25
Gear Up,4.586363636363637,22
The Four Kings Casino and Slots,4.58,5
Hero of the Kingdom,4.566666666666666,3
RUSH,4.5600000000000005,5
Silent Hunter III,4.5600000000000005,5
Keep Talking and Nobody Explodes,4.55,8
CubeGun,4.55,2
Car Mechanic Simulator 2014,4.546153846153846,13
Apotheon,4.533333333333333,3
Gunpoint,4.509677419354839,31
Vlad the Impaler,4.5,1
White Noise Online,4.5,2
Over 9000 Zombies!,4.5,1
Buzz Aldrin's Space Program Manager,4.5,1
Journey Of The Light,4.5,2
Vagante,4.5,1
Starion Tactics,4.5,1
Secret Files Sam Peters,4.5,1
Ether Vapor Remaster,4.5,1
Screencheat,4.5,4
Deadbreed,4.49,10
The Showdown Effect,4.488888888888889,9
Cthulhu Saves the World ,4.488888888888889,9
Red Orchestra 2 Heroes of Stalingrad - Single Player,4.470000000000001,20
Red Faction II,4.466666666666667,3
I Am Alive,4.457142857142857,7
Tomb Raider Anniversary,4.45,6
Quake II,4.45,2
16bit Trader,4.45,2
Cities in Motion 2,4.4411764705882355,17
All Zombies Must Die!,4.433333333333334,3
Sengoku,4.433333333333334,3
Narcissu 1st & 2nd,4.433333333333333,3
Dino D-Day,4.426470588235294,34
Her Story,4.425,4
Rise of Venice,4.416666666666667,6
CID The Dummy,4.4,1
Call of Duty,4.4,2
Grim Legends 2 Song of the Dark Swan,4.4,1
The Undying Plague,4.4,1
Midnight Mysteries 4 Haunted Houdini,4.4,1
Stubbs the Zombie in Rebel Without a Pulse,4.4,1
Randal's Monday,4.4,1
Dead Effect,4.4,1
X-note,4.4,1
Virtua Tennis 4,4.4,1
Hamilton's Great Adventure,4.4,1
Fading Hearts,4.4,1
AXYOS,4.4,1
Air Brawl,4.4,1
Alan Wake's American Nightmare,4.377777777777777,18
Overcast - Walden and the Werewolf,4.36,5
Gemini Rue,4.35,4
TDP4Team Battle,4.35,2
World of Goo,4.342105263157895,19
Costume Quest,4.31875,16
McPixel,4.309090909090909,11
Way of the Samurai 4,4.300000000000001,2
Scania Truck Driving Simulator,4.3,4
Virtual Villagers A New Home,4.3,1
A Story About My Uncle,4.3,3
Temper Tantrum,4.3,4
Estranged Act I,4.275,8
RAW - Realms of Ancient War,4.266666666666667,3
Major Mayhem,4.266666666666667,3
Breach,4.266666666666667,3
Pid ,4.26,5
Memories of a Vagabond,4.257142857142857,7
The Kings' Crusade,4.25,2
Chainsaw Warrior,4.25,2
Chaser,4.25,2
The Escapists The Walking Dead,4.25,2
FORCED,4.241176470588235,17
To the Moon,4.240909090909091,22
Carrier Command Gaea Mission,4.233333333333333,3
Fishing Planet,4.221052631578948,19
Leviathan Warships,4.22,5
SteamWorld Dig,4.216666666666667,18
Five Nights at Freddy's 2,4.213333333333334,15
DCS Black Shark,4.2,1
Delve Deeper,4.2,1
The Adventures of Mr. Bobley,4.2,1
Takedown Red Sabre,4.2,7
Dwarfs F2P,4.2,5
The Wizard's Pen,4.2,1
Shipwreck,4.2,1
BloodRealm Battlegrounds,4.2,1
Anodyne,4.2,2
Botanicula,4.2,11
The Journey Down Chapter One,4.2,4
RESCUE 2,4.2,1
Game Tycoon 1.5,4.2,2
Westward,4.2,1
Fuse,4.2,6
A Virus Named TOM,4.180000000000001,5
Bridge Constructor,4.18,5
Worms Clan Wars,4.17,10
Eets,4.166666666666667,3
Assassin's Creed Freedom Cry,4.15,2
Chime,4.15,4
Shelter 2,4.15,2
FX Football - The Manager for Every Football Fan,4.15,2
Evoland,4.142857142857143,14
Planetbase,4.1375,8
The Slaughtering Grounds,4.133333333333334,3
F.E.A.R. Online,4.111111111111111,18
RaiderZ,4.1000000000000005,6
Strike Suit Zero,4.1000000000000005,7
Hacknet,4.1000000000000005,3
Cossacks II Napoleonic Wars,4.1,2
Beatbuddy Tale of the Guardians,4.1,5
Nimble Quest,4.1,1
Nux,4.1,2
Crossfire Europe,4.1,1
Defense Grid 2 A Matter of Endurance,4.1,1
Contrast,4.1,2
Teddy Floppy Ear - Mountain Adventure,4.1,1
Midnight Mysteries 3 Devil on the Mississippi,4.1,1
Xpand Rally Xtreme,4.1,1
The Silent Age,4.1,1
Ichi,4.1,2
Time Mysteries 3 The Final Enigma,4.1,1
Darksiders II Deathinitive Edition,4.1,1
Brick-Force,4.1,9
Mission Control NanoMech,4.1,1
Hostile Waters Antaeus Rising,4.1,2
Battle Los Angeles,4.1,1
Organ Trail Director's Cut,4.085714285714286,7
Kane & Lynch Dead Men,4.066666666666666,3
Toki Tori,4.05,12
FortressCraft Evolved,4.05,2
Journey of a Roach,4.05,2
Forge,4.05,4
Oddworld Abe's Exoddus,4.04,5
Squishy the Suicidal Pig,4.033333333333333,6
The Stanley Parable,4.030985915492957,71
Double Action Boogaloo,4.029999999999999,20
Frankenstein Master of Death,4.0200000000000005,5
Monaco,4.015384615384615,39
Wildlife Park 3,4.0,3
NEED FOR MADNESS ?,4.0,1
Our Darker Purpose,4.0,1
The Beast of Lycan Isle - Collector's Edition,4.0,1
Breath of Death VII ,4.0,1
Family Guy Back to the Multiverse,4.0,1
Nancy Drew Last Train to Blue Moon Canyon,4.0,1
Genesis Rising,4.0,1
Sam & Max 301 The Penal Zone,4.0,1
Alchemy Mysteries Prague Legends,3.9799999999999995,5
Toki Tori 2+,3.9799999999999995,5
AI War Fleet Command,3.9714285714285715,7
Sinister City,3.96,5
Season of Mystery  The Cherry Blossom Murders,3.9499999999999997,2
Penumbra Overture,3.9499999999999997,8
Five Nights at Freddy's,3.947619047619048,21
Quake Live,3.9413793103448276,29
Go! Go! Nippon! ~My First Trip to Japan~,3.925,4
BlazBlue Continuum Shift Extend,3.9000000000000004,2
Adventures of Shuggy,3.9000000000000004,2
Flower Shop Winter In Fairbrook,3.9000000000000004,2
Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,3.9,3
"It came from space, and ate our brains",3.9,2
Drawn The Painted Tower,3.9,1
Dustoff Heli Rescue,3.9,1
SkyDrift,3.9,5
MX vs. ATV Supercross Encore,3.9,1
Remnants Of Isolation,3.9,1
Puzzle Agent 2,3.9,2
Wallace & Gromit Ep 4 The Bogey Man,3.9,1
99 Spirits,3.9,1
Warside,3.9,1
Cry of Fear,3.871052631578947,38
Might & Magic Duel of Champions,3.85,8
Blitzkrieg Anthology,3.85,2
Intrusion 2,3.8499999999999996,4
Antichamber,3.838235294117647,34
Ionball 2  Ionstorm,3.825,4
Dragomon Hunter,3.825,4
Guardians of Middle-earth,3.8200000000000003,5
DLC Quest,3.81875,16
Star Wars Starfighter,3.8000000000000003,3
Deadfall Adventures,3.8000000000000003,2
God Mode,3.8,8
The Room,3.8,4
GooCubelets,3.8,2
BAD END,3.8,1
Mountain Crime Requital,3.8,1
Double Dragon Neon,3.8,5
Weather Lord The Successor's Path,3.8,1
Monster Loves You!,3.8,1
The Black Watchmen,3.8,1
Apollo4x,3.8,1
Pro Rugby Manager 2015,3.8,1
Street Fighter V Beta,3.8,1
Nancy Drew Secrets can Kill,3.8,1
Blood of Old,3.7750000000000004,4
The Bridge,3.7700000000000005,10
LIMBO,3.769354838709677,62
Smashmuck Champions,3.766666666666666,3
Stealth Inc 2,3.75,2
Marble Mayhem Fragile Ball,3.75,2
Freedom Planet,3.75,2
PixelJunk Shooter,3.75,4
Thomas Was Alone,3.75,14
Air Conflicts Pacific Carriers,3.75,2
Analogue A Hate Story,3.7166666666666663,6
Demon Hunter Chronicles from Beyond,3.7,1
Divinity Dragon Commander Beta,3.7,1
Rescue Everyday Heroes,3.7,1
HIS (Heroes In the Sky),3.7,2
Sam & Max 201 Ice Station Santa,3.7,1
The Dig,3.7,4
Tomb Raider (VI) The Angel of Darkness,3.7,1
Lunar Flight,3.7,4
Terminator Salvation,3.7,1
Crimzon Clover  WORLD IGNITION,3.7,1
Gemini Wars,3.7,1
Little Racers STREET,3.6799999999999997,5
Oddworld Stranger's Wrath HD,3.675,4
Indie Game The Movie,3.6666666666666665,6
Doorways The Underworld,3.6666666666666665,3
Crash Time II,3.66,5
Soccer Manager 2016,3.657142857142857,7
Scratches Director's Cut,3.6500000000000004,2
Tom Clancy's Splinter Cell Double Agent,3.6500000000000004,2
Freedom Force,3.6500000000000004,2
The Last Federation,3.65,2
Hollywood Visionary,3.65,2
Bad Rats,3.642857142857143,7
9 Clues The Secret of Serpent Creek,3.6333333333333333,3
Rock of Ages,3.6100000000000003,10
The Political Machine 2016,3.6,1
Rocketbirds Hardboiled Chicken,3.6,4
GunWorld,3.6,1
"10,000,000",3.6,1
Super Motherload,3.6,1
Down To One,3.6,1
The Samaritan Paradox,3.6,1
Tales from Space Mutant Blobs Attack,3.6,1
Zoombinis,3.6,1
Earth 2150 Trilogy,3.6,1
Total War Battles SHOGUN,3.6,2
Eaten Alive,3.6,1
The Polynomial,3.6,1
Zafehouse Diaries,3.6,1
Karos Returns,3.6,1
Clockwork Tales Of Glass and Ink,3.6,3
A.R.E.S.,3.5857142857142854,7
Syberia,3.5799999999999996,5
Blocks That Matter,3.575,8
Tales of Monkey Island Chapter 5 - Rise of the Pirate God,3.5666666666666664,3
Shadows on the Vatican - Act I Greed,3.5599999999999996,5
Sacred 2 Gold,3.5500000000000003,6
Chainsaw Warrior Lords of the Night,3.55,2
The Lost Crown,3.55,2
Sins of a Dark Age,3.5444444444444443,9
Brothers - A Tale of Two Sons,3.54,25
Hyperdimension Neptunia Re;Birth1,3.5375,8
Deus Ex Invisible War,3.5200000000000005,5
Hacker Evolution,3.5200000000000005,5
Lugaru HD ,3.5,2
Breach & Clear,3.5,2
Cosmophony,3.5,1
Cabela's Hunting Expeditions,3.5,1
Jurassic Park The Game,3.5,1
LEGO Pirates of the Caribbean The Video Game,3.5,1
Nancy Drew Secret of the Scarlet Hand ,3.5,1
Cossacks European Wars,3.5,2
Ironclad Tactics,3.5,3
Project AURA,3.5,1
Teddy Floppy Ear - Kayaking,3.5,1
Cognition An Erica Reed Thriller,3.5,1
Sacred Gold,3.5,3
Lethal League,3.5,7
Revolution Ace,3.475,4
The Bard's Tale,3.475,4
Damned,3.4714285714285715,7
Skyborn,3.466666666666667,6
Commander Conquest of the Americas,3.466666666666667,3
Super Killer Hornet Resurrection,3.466666666666667,9
Half-Life Blue Shift,3.45,26
Postal 3,3.45,2
Phoenix Force,3.45,2
Little Inferno,3.44,20
Bleed,3.4333333333333336,3
Five Nights at Freddy's 3,3.425,4
POSTAL,3.425,4
Osmos,3.4222222222222225,9
Yet Another Zombie Defense,3.4000000000000004,9
Alpha Kimori Episode One ,3.4,1
The Novelist,3.4,1
Cabelas Trophy Bucks,3.4,1
Windosill,3.4,1
Dungeon Hearts,3.4,1
Saviors,3.4,1
Time Mysteries Inheritance - Remastered,3.4,1
Cyto,3.4,1
"Warhammer 40,000 Regicide",3.4,1
The Defenders The Second Wave,3.4,1
Deadly Profits,3.4,1
Bedlam,3.4,1
Fast & Furious Showdown,3.4,1
Vertical Drop Heroes HD,3.4,2
Project Explore,3.4,2
Saturday Morning RPG,3.4,1
Better Late Than DEAD,3.4,1
Canyon Capers,3.3899999999999997,10
Retro City Rampage DX,3.375,4
Grimm,3.37,10
Fingered,3.3666666666666667,3
BIT.TRIP RUNNER,3.3600000000000003,20
Velvet Assassin,3.35,2
All Is Dust,3.3499999999999996,2
Euro Truck Simulator,3.3333333333333335,3
Outland,3.3166666666666664,6
Bionic Dues,3.3000000000000003,3
Long Live The Queen,3.3,13
Narco Terror,3.3,1
Super Chibi Knight,3.3,1
Delta Force 2,3.3,1
Retrovirus,3.3,1
The 39 Steps,3.3,1
Gunspell Steam Edition,3.3,1
Unmechanical,3.3,1
Echelon,3.3,1
Crazy Plant Shop,3.3,1
Amazing Adventures The Lost Tomb,3.3,1
Construct 2 Free,3.3,5
Rise of Incarnates,3.2875,8
Betrayer,3.275,4
The Howler,3.266666666666667,3
RISK Factions,3.2600000000000002,5
WRC 5,3.25,2
"Warhammer 40,000 Kill Team",3.25,2
ibb & obb,3.233333333333333,3
CroNix,3.233333333333333,3
Enemy Mind,3.233333333333333,3
X-Blades,3.225,8
Stealth Bastard Deluxe,3.2249999999999996,8
Oddworld Abe's Oddysee,3.2142857142857144,7
Killer is Dead,3.2142857142857144,7
Dungeonland,3.207692307692308,13
Elite Dangerous Horizons,3.2,1
Bus-Simulator 2012,3.2,1
Blue Rose,3.2,1
Westerado Double Barreled,3.2,1
Strong Bad Episode 3 Baddest of the Bands,3.2,1
Sam & Max 302 The Tomb of Sammun-Mak,3.2,1
Zombie Driver HD,3.2,1
Sakura Spirit,3.2,10
Heroes Over Europe,3.2,1
Party of Sin,3.1999999999999997,2
Cubemen,3.1833333333333336,6
EDGE,3.1666666666666665,3
Thief 2,3.1666666666666665,3
